deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
archers;elite-barbarians;fireball;goblin-gang;hog-rider;minions;valkyrie;zap,137,30,0.50357
archers;elite-barbarians;fireball;hog-rider;ice-golem;ice-spirit;mega-minion;zap,1324,155,0.50754
archers;elite-barbarians;fireball;hog-rider;ice-spirit;mega-minion;the-log;zap,128,16,0.53817
archers;elite-barbarians;fireball;hog-rider;ice-wizard;minions;valkyrie;zap,220,13,0.51794
archers;elite-barbarians;fireball;hog-rider;inferno-tower;knight;the-log;zap,253,19,0.51562
archers;elite-barbarians;fireball;hog-rider;mega-minion;the-log;valkyrie;zap,149,21,0.61184
archers;elite-barbarians;fireball;hog-rider;minions;mini-pekka;the-log;zap,119,17,0.5
archers;elite-barbarians;fireball;minions;royal-giant;valkyrie;wizard;zap,274,14,0.49278
archers;elixir-collector;fireball;golem;mega-minion;mini-pekka;night-witch;zap,223,29,0.53982
archers;elixir-collector;ice-golem;ice-spirit;mega-minion;tesla;the-log;x-bow,165,22,0.50893
archers;executioner;fireball;giant;mega-minion;mini-pekka;tornado;zap,193,28,0.46684
archers;executioner;fireball;goblin-gang;hog-rider;pekka;valkyrie;zap,114,26,0.5
archers;executioner;fireball;goblins;hog-rider;knight;tornado;zap,255,19,0.49806
archers;executioner;fireball;hog-rider;knight;mortar;the-log;tornado,149,13,0.54605
archers;executioner;fireball;hog-rider;knight;pekka;tornado;zap,1159,131,0.53787
archers;executioner;fireball;hog-rider;mega-minion;pekka;tornado;zap,114,19,0.57692
archers;executioner;fireball;hog-rider;mini-pekka;tornado;valkyrie;zap,208,39,0.57583
archers;executioner;fireball;mega-minion;mini-pekka;royal-giant;tornado;zap,470,15,0.51057
archers;executioner;hog-rider;knight;pekka;poison;tornado;zap,280,22,0.50883
archers;fire-spirits;furnace;knight;lightning;mega-minion;royal-giant;the-log,418,31,0.58076
archers;fire-spirits;furnace;knight;lightning;minions;royal-giant;the-log,269,23,0.56434
archers;fire-spirits;furnace;lightning;mega-minion;mini-pekka;royal-giant;the-log,874,104,0.53193
archers;fire-spirits;goblin-barrel;goblin-gang;inferno-tower;knight;rocket;the-log,222,17,0.53778
archers;fire-spirits;ice-spirit;inferno-tower;knight;mortar;rocket;the-log,445,33,0.52232
archers;fire-spirits;ice-spirit;knight;mortar;rocket;tesla;the-log,429,88,0.51389
archers;fire-spirits;ice-spirit;lightning;minions;mini-pekka;royal-giant;the-log,305,42,0.49513
archers;fireball;fire-spirits;guards;ice-golem;tesla;the-log;x-bow,157,20,0.46875
archers;fireball;fire-spirits;hog-rider;inferno-tower;minions;valkyrie;zap,124,12,0.51181
archers;fireball;fire-spirits;hog-rider;minions;mini-pekka;valkyrie;zap,194,23,0.51269
archers;fireball;fire-spirits;ice-golem;mega-minion;tesla;the-log;x-bow,281,60,0.51056
archers;fireball;fire-spirits;ice-golem;mini-pekka;tesla;the-log;x-bow,191,38,0.55412
archers;fireball;fire-spirits;ice-spirit;knight;tesla;the-log;x-bow,4343,633,0.53854
archers;fireball;fire-spirits;ice-spirit;tesla;the-log;valkyrie;x-bow,452,61,0.53407
archers;fireball;fire-spirits;inferno-tower;knight;mega-minion;the-log;x-bow,238,16,0.5332
archers;fireball;fire-spirits;inferno-tower;knight;skeleton-army;the-log;x-bow,183,14,0.58871
archers;fireball;fire-spirits;knight;tesla;the-log;x-bow;zap,116,19,0.56303
archers;fireball;fire-spirits;mini-pekka;skeletons;tesla;the-log;x-bow,640,75,0.55521
archers;fireball;freeze;hog-rider;knight;minions;mini-pekka;zap,120,13,0.57724
archers;fireball;freeze;hog-rider;mini-pekka;musketeer;valkyrie;zap,172,23,0.56857
archers;fireball;freeze;hog-rider;mini-pekka;valkyrie;wizard;zap,259,24,0.49237
archers;fireball;furnace;giant;mega-minion;mini-pekka;the-log;zap,344,53,0.56628
archers;fireball;furnace;goblin-gang;hog-rider;minions;pekka;zap,275,29,0.55396
archers;fireball;furnace;goblin-gang;hog-rider;minions;valkyrie;zap,213,26,0.50694
archers;fireball;furnace;goblin-gang;minions;mini-pekka;royal-giant;zap,282,41,0.52982
archers;fireball;furnace;golem;mega-minion;night-witch;the-log;zap,165,12,0.52083
archers;fireball;furnace;hog-rider;knight;mini-pekka;the-log;zap,213,28,0.55787
archers;fireball;furnace;hog-rider;mega-minion;mini-pekka;the-log;valkyrie,117,14,0.65417
archers;fireball;furnace;hog-rider;mini-pekka;musketeer;the-log;zap,216,24,0.55479
archers;fireball;furnace;hog-rider;mini-pekka;musketeer;valkyrie;zap,710,70,0.52244
archers;fireball;furnace;hog-rider;minions;musketeer;valkyrie;zap,118,15,0.44628
archers;fireball;furnace;hog-rider;musketeer;pekka;the-log;zap,388,21,0.52813
archers;fireball;furnace;hog-rider;musketeer;pekka;valkyrie;zap,162,27,0.5303
archers;fireball;furnace;inferno-dragon;knight;royal-giant;the-log;zap,160,13,0.56748
archers;fireball;furnace;knight;minions;musketeer;royal-giant;zap,235,10,0.52731
archers;fireball;furnace;knight;minions;royal-giant;the-log;zap,527,62,0.55849
archers;fireball;furnace;mega-minion;mini-pekka;royal-giant;skeleton-army;the-log,231,11,0.49145
archers;fireball;furnace;mega-minion;pekka;royal-giant;the-log;zap,297,19,0.55667
archers;fireball;furnace;mega-minion;royal-giant;skeleton-army;the-log;zap,286,20,0.46886
archers;fireball;giant-snowball;ice-golem;ice-spirit;skeletons;tesla;x-bow,435,162,0.49429
archers;fireball;giant;goblin-gang;graveyard;mega-minion;night-witch;zap,136,10,0.55755
archers;fireball;giant;goblin-gang;mega-minion;skeleton-army;sparky;zap,201,11,0.5049
archers;fireball;giant;goblin-gang;minions;mini-pekka;the-log;zap,246,22,0.58233
archers;fireball;giant;mega-minion;miner;prince;the-log;zap,275,73,0.54496
archers;fireball;giant;mega-minion;mini-pekka;prince;the-log;zap,272,27,0.52182
archers;fireball;giant;mega-minion;mini-pekka;the-log;tombstone;zap,203,24,0.51942
archers;fireball;giant;miner;minions;mini-pekka;the-log;zap,222,25,0.5
archers;fireball;giant;miner;minions;mini-pekka;witch;zap,315,41,0.53302
archers;fireball;giant;miner;minions;the-log;witch;zap,187,15,0.55263
archers;fireball;giant;mini-pekka;rage;valkyrie;witch;zap,246,17,0.54819
archers;fireball;giant;minions;mini-pekka;rage;witch;zap,228,24,0.5
archers;fireball;giant;minions;mini-pekka;skeleton-army;witch;zap,164,21,0.4491
archers;fireball;giant;minions;mini-pekka;valkyrie;witch;zap,294,46,0.51178
archers;fireball;giant;minions;mini-pekka;valkyrie;wizard;zap,258,26,0.59962
archers;fireball;giant;minions;mini-pekka;witch;wizard;zap,180,15,0.51913
archers;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;knight;the-log,323,69,0.57362
archers;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;knight;zap,672,80,0.55852
archers;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;princess;the-log,182,17,0.4973
archers;fireball;goblin-barrel;goblin-gang;hog-rider;inferno-tower;skeleton-army;the-log,346,50,0.54871
archers;fireball;goblin-barrel;hog-rider;inferno-tower;knight;skeleton-army;the-log,229,25,0.46121
archers;fireball;goblin-gang;golem;mega-minion;mini-pekka;night-witch;zap,248,32,0.5498
archers;fireball;goblin-gang;hog-rider;ice-spirit;knight;mortar;zap,477,104,0.57604
archers;fireball;goblin-gang;hog-rider;ice-spirit;tesla;the-log;valkyrie,194,59,0.51015
archers;fireball;goblin-gang;hog-rider;ice-wizard;knight;pekka;zap,117,13,0.55417
archers;fireball;goblin-gang;hog-rider;inferno-tower;knight;princess;the-log,118,20,0.52893
archers;fireball;goblin-gang;hog-rider;inferno-tower;the-log;valkyrie;zap,301,47,0.53947
archers;fireball;goblin-gang;hog-rider;knight;mini-pekka;the-log;zap,282,19,0.58421
archers;fireball;goblin-gang;hog-rider;knight;minion-horde;mortar;zap,4095,987,0.50793
archers;fireball;goblin-gang;hog-rider;knight;minions;mortar;zap,1244,189,0.51323
archers;fireball;goblin-gang;hog-rider;knight;mortar;musketeer;the-log,185,20,0.57181
archers;fireball;goblin-gang;hog-rider;knight;mortar;musketeer;zap,115,19,0.56356
archers;fireball;goblin-gang;hog-rider;knight;mortar;tesla;the-log,194,28,0.54315
archers;fireball;goblin-gang;hog-rider;knight;tesla;the-log;zap,1606,249,0.54786
archers;fireball;goblin-gang;hog-rider;minions;mini-pekka;valkyrie;zap,274,61,0.57942
archers;fireball;goblin-gang;hog-rider;minions;tesla;valkyrie;zap,383,56,0.5
archers;fireball;goblin-gang;hog-rider;pekka;valkyrie;wizard;zap,347,69,0.53714
archers;fireball;goblin-gang;ice-golem;ice-spirit;tesla;the-log;x-bow,672,252,0.44593
archers;fireball;goblin-gang;ice-golem;skeletons;tesla;the-log;x-bow,161,31,0.4939
archers;fireball;goblin-gang;mega-minion;mini-pekka;royal-giant;the-log;zap,177,27,0.55833
archers;fireball;goblin-gang;miner;minion-horde;mortar;rascals;the-log,241,84,0.4959
archers;fireball;goblin-gang;minions;royal-giant;the-log;valkyrie;zap,141,16,0.53819
archers;fireball;goblins;hog-rider;ice-golem;ice-spirit;tesla;the-log,306,74,0.53722
archers;fireball;goblins;hog-rider;ice-spirit;inferno-tower;knight;the-log,485,103,0.54406
archers;fireball;goblins;hog-rider;ice-spirit;inferno-tower;valkyrie;zap,188,38,0.52094
archers;fireball;goblins;hog-rider;ice-spirit;knight;mortar;the-log,217,47,0.54773
archers;fireball;goblins;hog-rider;ice-spirit;knight;tesla;zap,8862,1405,0.54287
archers;fireball;goblins;hog-rider;ice-wizard;tesla;valkyrie;zap,118,11,0.52479
archers;fireball;goblins;hog-rider;inferno-tower;knight;the-log;zap,187,41,0.56842
archers;fireball;goblins;ice-spirit;knight;tesla;x-bow;zap,119,30,0.59016
archers;fireball;golem;graveyard;mega-minion;minions;tombstone;zap,169,17,0.55814
archers;fireball;golem;lumberjack;mega-minion;night-witch;tornado;zap,116,13,0.51261
archers;fireball;golem;mega-minion;minions;mini-pekka;the-log;zap,126,22,0.56589
archers;fireball;golem;mega-minion;night-witch;the-log;tombstone;zap,194,28,0.55076
archers;fireball;graveyard;hog-rider;ice-golem;mega-minion;tombstone;zap,565,45,0.52993
archers;fireball;guards;hog-rider;ice-golem;ice-spirit;tesla;the-log,251,21,0.49016
archers;fireball;guards;hog-rider;ice-wizard;inferno-tower;valkyrie;zap,142,15,0.53448
archers;fireball;guards;hog-rider;minions;pekka;the-log;zap,236,15,0.50837
archers;fireball;guards;ice-golem;mega-minion;tesla;the-log;x-bow,176,23,0.61732
archers;fireball;hog-rider;ice-golem;mega-minion;tesla;the-log;zap,186,16,0.56614
archers;fireball;hog-rider;ice-spirit;knight;mega-minion;tesla;zap,288,45,0.52749
archers;fireball;hog-rider;ice-spirit;knight;minions;tesla;zap,706,140,0.52327
archers;fireball;hog-rider;ice-spirit;knight;mortar;the-log;tornado,179,28,0.48626
archers;fireball;hog-rider;ice-spirit;mini-pekka;skeletons;tesla;the-log,228,47,0.49784
archers;fireball;hog-rider;ice-spirit;mini-pekka;tesla;the-log;valkyrie,167,16,0.51765
archers;fireball;hog-rider;ice-spirit;minions;mini-pekka;valkyrie;zap,227,21,0.5
archers;fireball;hog-rider;ice-spirit;tesla;the-log;valkyrie;zap,678,90,0.53891
archers;fireball;hog-rider;ice-wizard;knight;musketeer;pekka;zap,124,12,0.51575
archers;fireball;hog-rider;ice-wizard;minions;mini-pekka;the-log;zap,305,16,0.5211
archers;fireball;hog-rider;ice-wizard;the-log;tombstone;tornado;valkyrie,142,19,0.53793
archers;fireball;hog-rider;inferno-tower;knight;mini-pekka;the-log;zap,186,14,0.53968
archers;fireball;hog-rider;inferno-tower;knight;skeleton-army;the-log;zap,196,27,0.49246
archers;fireball;hog-rider;inferno-tower;knight;skeletons;the-log;zap,440,34,0.54402
archers;fireball;hog-rider;inferno-tower;minions;skeleton-army;valkyrie;zap,246,24,0.54618
archers;fireball;hog-rider;knight;mega-minion;tesla;valkyrie;zap,125,23,0.49219
archers;fireball;hog-rider;knight;minions;mini-pekka;musketeer;zap,168,29,0.55263
archers;fireball;hog-rider;knight;minions;pekka;the-log;zap,466,75,0.53305
archers;fireball;hog-rider;knight;minions;pekka;wizard;zap,163,46,0.52711
archers;fireball;hog-rider;knight;musketeer;tesla;valkyrie;zap,170,38,0.58382
archers;fireball;hog-rider;knight;musketeer;the-log;tornado;zap,153,12,0.55128
archers;fireball;hog-rider;knight;pekka;tornado;wizard;zap,164,29,0.58683
archers;fireball;hog-rider;knight;skeletons;tesla;the-log;zap,1464,160,0.5259
archers;fireball;hog-rider;knight;tesla;the-log;valkyrie;zap,511,31,0.51362
archers;fireball;hog-rider;mega-knight;minions;valkyrie;witch;zap,124,10,0.56299
archers;fireball;hog-rider;mega-minion;pekka;the-log;valkyrie;zap,128,24,0.58015
archers;fireball;hog-rider;mini-pekka;pekka;valkyrie;wizard;zap,128,28,0.46183
archers;fireball;hog-rider;mini-pekka;tesla;valkyrie;wizard;zap,251,40,0.51181
archers;fireball;hog-rider;mini-pekka;the-log;valkyrie;wizard;zap,137,34,0.53929
archers;fireball;hog-rider;minions;mini-pekka;valkyrie;wizard;zap,168,39,0.53509
archers;fireball;hog-rider;minions;pekka;the-log;valkyrie;zap,182,32,0.52162
archers;fireball;hog-rider;minions;pekka;valkyrie;witch;zap,289,28,0.51884
archers;fireball;hog-rider;pekka;tornado;valkyrie;wizard;zap,198,37,0.50995
archers;fireball;ice-golem;ice-spirit;knight;tesla;the-log;x-bow,1281,360,0.48637
archers;fireball;ice-golem;ice-spirit;mega-minion;mini-pekka;the-log;x-bow,179,30,0.53297
archers;fireball;ice-golem;ice-spirit;mega-minion;mortar;skeletons;the-log,270,127,0.40293
archers;fireball;ice-golem;ice-spirit;mini-pekka;tesla;the-log;x-bow,932,177,0.53529
archers;fireball;ice-golem;ice-spirit;spear-goblins;tesla;the-log;x-bow,209,70,0.4316
archers;fireball;ice-golem;mirror;skeletons;tesla;the-log;x-bow,206,62,0.43541
archers;fireball;ice-spirit;ice-wizard;inferno-tower;knight;the-log;x-bow,476,51,0.52923
archers;fireball;ice-spirit;ice-wizard;tesla;the-log;valkyrie;x-bow,137,16,0.61071
archers;fireball;ice-spirit;inferno-dragon;skeletons;tesla;the-log;x-bow,113,17,0.53879
archers;fireball;ice-spirit;knight;mega-minion;skeletons;the-log;x-bow,143,37,0.56164
archers;fireball;ice-spirit;knight;mortar;skeletons;tesla;the-log,1611,346,0.52509
archers;fireball;ice-spirit;knight;skeletons;tesla;the-log;x-bow,119279,14569,0.53935
archers;fireball;ice-spirit;knight;skeletons;tesla;x-bow;zap,1619,436,0.52004
archers;fireball;ice-spirit;knight;tesla;the-log;tornado;x-bow,429,56,0.53241
archers;fireball;ice-spirit;mega-minion;mini-pekka;royal-giant;the-log;zap,220,42,0.57623
archers;fireball;ice-spirit;mini-pekka;skeletons;tesla;the-log;x-bow,1953,346,0.55445
archers;fireball;ice-spirit;skeletons;tesla;the-log;x-bow;zap,157,69,0.4375
archers;fireball;ice-wizard;knight;minions;royal-giant;the-log;zap,119,21,0.54508
archers;fireball;ice-wizard;minions;mini-pekka;royal-giant;the-log;zap,413,64,0.52764
archers;fireball;knight;mega-minion;mini-pekka;royal-giant;the-log;zap,406,44,0.54401
archers;fireball;knight;minions;mini-pekka;musketeer;royal-giant;zap,235,18,0.47269
archers;fireball;knight;mortar;skeletons;tesla;the-log;zap,118,21,0.55372
archers;fireball;mega-minion;mini-pekka;royal-giant;the-log;valkyrie;zap,282,30,0.54912
archers;fireball;mini-pekka;skeletons;tesla;the-log;x-bow;zap,122,14,0.596
archers;freeze;giant;goblin-gang;graveyard;mega-minion;skeleton-army;zap,390,56,0.49618
archers;furnace;goblin-gang;golem;mega-minion;mini-pekka;poison;zap,198,13,0.45771
archers;furnace;goblin-gang;mega-minion;miner;pekka;poison;zap,130,22,0.59023
archers;furnace;golem;lightning;mega-minion;mini-pekka;the-log;zap,246,20,0.5261
archers;furnace;golem;mega-minion;mini-pekka;night-witch;poison;zap,148,13,0.55629
archers;furnace;graveyard;ice-golem;mega-minion;pekka;poison;zap,1202,414,0.46058
archers;furnace;graveyard;knight;mega-minion;pekka;poison;zap,277,36,0.51607
archers;furnace;graveyard;mega-minion;pekka;poison;the-log;valkyrie,157,23,0.50625
archers;furnace;guards;lightning;mega-minion;mini-pekka;royal-giant;the-log,247,22,0.532
archers;furnace;ice-wizard;lightning;mega-minion;mini-pekka;royal-giant;the-log,248,14,0.54382
archers;giant;goblin-gang;mega-minion;miner;poison;prince;zap,149,21,0.56579
archers;giant;graveyard;mega-minion;mini-pekka;poison;tombstone;zap,309,37,0.55128
archers;giant;mega-minion;miner;poison;prince;the-log;zap,202,34,0.53171
archers;goblin-barrel;goblin-gang;hog-rider;inferno-tower;princess;skeleton-army;zap,134,11,0.44891
archers;goblin-barrel;goblin-gang;ice-spirit;inferno-tower;knight;rocket;the-log,377,145,0.52368
archers;goblin-barrel;goblin-gang;ice-spirit;inferno-tower;knight;rocket;zap,124,32,0.50787
archers;goblin-barrel;goblin-gang;inferno-tower;knight;princess;the-log;zap,145,21,0.60473
archers;goblin-barrel;ice-spirit;inferno-tower;knight;princess;rocket;the-log,267,86,0.46667
archers;goblin-barrel;ice-spirit;princess;rocket;tesla;the-log;valkyrie,113,16,0.52586
archers;goblin-gang;hog-rider;ice-spirit;knight;poison;tesla;the-log,192,34,0.53333
archers;goblin-gang;hog-rider;ice-spirit;knight;rocket;tesla;the-log,138,40,0.58511
archers;goblins;hog-rider;ice-spirit;knight;poison;tesla;zap,270,68,0.57875
archers;goblins;hog-rider;ice-spirit;mega-minion;pekka;poison;zap,148,39,0.49669
archers;goblins;hog-rider;lumberjack;pekka;tornado;wizard;zap,1594,341,0.48654
archers;goblins;ice-spirit;knight;mortar;rocket;the-log;tornado,1326,218,0.53085
archers;graveyard;ice-golem;knight;poison;skeletons;tesla;the-log,149,29,0.48026
archers;graveyard;ice-golem;mega-minion;poison;rascals;the-log;tombstone,182,30,0.54595
archers;graveyard;ice-spirit;knight;poison;skeletons;tesla;the-log,219,40,0.54505
archers;hog-rider;ice-golem;ice-spirit;poison;skeletons;tesla;the-log,403,83,0.47906
archers;hog-rider;ice-spirit;knight;poison;skeletons;tesla;zap,427,65,0.55233
archers;hog-rider;ice-spirit;knight;rocket;skeletons;the-log;tornado,224,55,0.52643
archers;hog-rider;ice-spirit;knight;rocket;tesla;the-log;tornado,141,15,0.48611
archers;ice-golem;ice-spirit;ice-wizard;skeletons;tesla;the-log;x-bow,190,70,0.38601
archers;ice-golem;ice-spirit;inferno-tower;mega-minion;poison;the-log;x-bow,385,141,0.44459
archers;ice-golem;ice-spirit;inferno-tower;mega-minion;rocket;the-log;x-bow,345,74,0.53305
archers;ice-spirit;ice-wizard;knight;mortar;rocket;the-log;tornado,681,102,0.55482
archers;ice-spirit;inferno-dragon;knight;mortar;rocket;the-log;tornado,196,34,0.55276
archers;ice-spirit;knight;lightning;mortar;skeletons;tesla;the-log,117,26,0.57083
archers;ice-spirit;knight;rocket;tesla;the-log;tornado;x-bow,137,24,0.49286
archers;ice-spirit;mortar;rocket;tesla;the-log;tornado;valkyrie,333,24,0.50446
archers;ice-wizard;knight;rocket;skeletons;tesla;the-log;x-bow,175,25,0.49157
archers;inferno-tower;knight;mega-minion;poison;skeletons;the-log;x-bow,122,47,0.392
